新车价,表显里程,排量,轴距,最大马力,最大扭矩,前/后排侧气囊,前/后排头部气囊,胎压检测,感应雨刷,前/后排座椅加热,33项 外部配置,缺陷项检测,漆面修复检测,使用时间,中大型SUV,自动,自然吸气,涡轮增压,92号,95号,多点电喷,直喷,混合喷射,前置前驱,电动助力,通风盘式,手刹,电子驻车,长,宽,高
0.11678491,0.44808465,0.2682927,0.7798834,0.25245902,0.21957039999999997,0.5,1.0,1e-08,1e-08,1e-08,0.5,0.13793103,0.33333334,0.71666664,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.73012936,0.47732179999999996,0.14594595
0.12021516,0.16330644,0.12195122,0.7743439999999999,0.26229507,0.37947494,0.5,1e-08,1.0,1e-08,1e-08,0.33333334,0.27586207,5.559999999999999e-10,0.275,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.703512,0.57667387,0.13513513
0.09136976,0.5670363,0.21951220000000002,0.8075802,0.23934427,0.20286396,1e-08,1e-08,1e-08,1e-08,1e-08,0.083333336,0.20689656,0.27777779999999996,0.575,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1e-08,1e-08,0.7449168,0.5637149,0.18378378
0.2606221,0.3487903,0.2682927,0.7868805,0.3737705,0.4988067,0.5,1.0,1.0,1.0,0.5,0.8333333,0.13793103,5.559999999999999e-10,0.34166667,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,0.6417745,0.52915764,0.25405404
0.318157,0.28679433,0.2682927,0.87813413,0.50491804,0.61813843,1.0,1.0,1.0,1.0,1e-08,8.33e-10,0.03448276,5.559999999999999e-10,0.13333334,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1.0,1.0,1e-08,1.0,0.8646950000000001,0.6803456,0.19459459
0.06556482,0.36239916,0.17073172,0.7588921,0.13114753,0.16467779999999999,0.5,1e-08,1e-08,1e-08,1e-08,0.5,0.17241379999999998,5.559999999999999e-10,0.7083333,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.6624769,0.3174946,0.18378378
0.11592734,0.30897176,0.2682927,0.7696793000000001,0.3114754,0.25059667,1e-08,1e-08,1e-08,1e-08,1e-08,0.083333336,3.4500000000000005e-10,0.27777779999999996,0.725,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.64510167,0.63930887,0.36216217
0.06260232,0.28427420000000003,0.17073172,0.787172,0.19016394,0.15513127,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,0.055555556,0.225,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.69316083,0.46652266,0.15675676
0.08287206,0.11189516,0.17073172,0.787172,0.18360655,0.15035799,0.5,1.0,1e-08,1e-08,1e-08,0.25,3.4500000000000005e-10,5.559999999999999e-10,0.225,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.71571165,0.43412527,0.21945946
0.061744757000000004,0.34979835,0.21951220000000002,0.7696793000000001,0.17704917,0.16706444,0.5,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,5.559999999999999e-10,0.8666666999999999,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.6598891,0.6069114000000001,0.21621622
0.16426288,0.30141127,0.14634147,0.8017493,0.32459018,0.37947494,0.5,1.0,1.0,1e-08,0.5,8.33e-10,3.4500000000000005e-10,0.055555556,0.24166666,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.72902036,0.60475165,0.38918918
0.096515164,0.16935483,0.14634147,0.787172,0.35081968,0.3078759,0.5,1.0,1.0,1e-08,1e-08,0.16666667,3.4500000000000005e-10,0.055555556,0.2,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.722366,0.52051836,0.12540539999999997
0.031340145,0.5383064000000001,0.12195122,0.74927115,0.12131148,0.10501193,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,0.06896552,0.055555556,0.575,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.6210720999999999,0.30453563,0.17297298
0.21072735,0.10534274,0.17073172,0.7868805,0.28196722,0.37947494,0.5,1.0,1.0,1.0,1e-08,0.083333336,0.03448276,0.055555556,0.20833333,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.64842886,0.52915764,0.25405404
0.09136976,0.28881046,0.21951220000000002,0.8075802,0.23934427,0.20286396,1e-08,1e-08,1e-08,1e-08,1e-08,0.25,0.10344828,0.33333334,0.34166667,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1e-08,0.7449168,0.5637149,0.18378378
0.27753955,0.085685484,0.2682927,0.8253644,0.39344263,0.54653937,0.5,1.0,1.0,1.0,0.5,8.33e-10,3.4500000000000005e-10,5.559999999999999e-10,0.14166667,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1.0,1e-08,1e-08,1.0,0.7634010999999999,0.6133909000000001,0.09297297
0.05340298,0.21774192,0.14634147,0.81632656,0.28196722,0.3078759,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,5.559999999999999e-10,0.375,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.75970423,0.52051836,0.42702702
0.20067047,0.26411290000000004,0.2682927,0.82215744,0.3180328,0.25775656,1.0,1.0,1.0,1e-08,1e-08,8.33e-10,0.03448276,0.11111111,0.34166667,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1.0,1.0,1.0,1e-08,1e-08,1e-08,0.8207023999999999,0.5637149,0.16216215
0.025415141000000002,0.22429435,0.17073172,0.8104956,0.15409836,0.14081146,1e-08,1e-08,1e-08,1e-08,1e-08,0.083333336,3.4500000000000005e-10,5.559999999999999e-10,0.25,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1.0,1e-08,1.0,1e-08,0.7338262,0.52051836,0.5135135000000001
0.18936618,0.26965725,0.21951220000000002,0.8513120000000001,0.29508197,0.37947494,0.5,1.0,1e-08,1.0,1e-08,8.33e-10,0.03448276,0.11111111,0.5833333,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.79815155,0.7451404,0.47567567
0.26397443,0.3503024,0.2682927,0.8513120000000001,0.3737705,0.4988067,0.5,1.0,1.0,1.0,0.5,8.33e-10,0.06896552,0.16666667,0.4,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,0.7719039000000001,0.54211664,0.15351352
0.017852966,0.22530241,0.14634147,0.6947522,0.11803278,0.112171836,1e-08,1e-08,1e-08,1e-08,1e-08,0.16666667,3.4500000000000005e-10,5.559999999999999e-10,0.3,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.4805915,0.36501079999999997,0.34270272
0.074452326,0.31754032,0.17073172,0.7696793000000001,0.12131148,0.12887828,1e-08,1e-08,1e-08,1e-08,1e-08,0.083333336,3.4500000000000005e-10,0.055555556,0.60833335,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.6691312,0.42332613,0.18378378
0.065954626,0.33518142,0.17073172,0.7609329,0.114754096,0.15274464,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,5.559999999999999e-10,0.6666667,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.6757856,0.46652266,0.18054055
0.07624541,0.24949595,0.17073172,0.787172,0.18360655,0.15035799,0.5,1.0,1e-08,1e-08,1e-08,0.25,0.03448276,5.559999999999999e-10,0.30833334,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.7349353,0.47732179999999996,0.17837837
0.040617447,0.098790325,0.14634147,0.7580175,0.2,0.15274464,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,0.22222222,0.3,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.66543436,0.31533477,0.19135135
0.13323458,0.057963707,0.2682927,0.7889213,0.27540985,0.26968974,0.5,1e-08,1.0,1e-08,1e-08,0.16666667,0.03448276,5.559999999999999e-10,0.09166667,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1.0,1e-08,1.0,0.7319778,0.5637149,0.45621622
0.32930535,0.28629032,0.2682927,0.83760935,0.4622951,0.61813843,0.5,1.0,1.0,1.0,0.5,0.75,0.03448276,0.055555556,0.225,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,0.72680223,0.73218143,0.3935135
0.09136976,0.23739918,0.21951220000000002,0.7609329,0.21639344,0.18615752,0.5,1.0,1e-08,1e-08,1e-08,0.41666666,0.24137929999999996,5.559999999999999e-10,0.25833333,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.58225507,0.4600432,0.32972974
0.11678491,0.44808465,0.2682927,0.8090379,0.27868852,0.23627685,0.5,1e-08,1e-08,1e-08,1e-08,8.33e-10,0.37931034,0.11111111,0.48333332,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.8262476999999999,0.6177106,0.18378378
0.33359320000000003,0.27570564,0.2682927,0.9037900999999999,0.4262295,0.54653937,0.5,1.0,1.0,1.0,1.0,8.33e-10,3.4500000000000005e-10,0.22222222,0.325,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,0.8865065000000001,0.69330454,0.16864865
0.09986747,0.08719758,0.2682927,0.7696793000000001,0.33114755,0.2673031,1.0,1.0,1.0,1e-08,1e-08,0.33333334,3.4500000000000005e-10,5.559999999999999e-10,0.125,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1.0,1.0,1.0,1e-08,1e-08,1.0,0.64695007,0.57451403,0.28648648
0.03726514,0.28326613,0.12195122,0.7201166,0.052459016,0.09785203,1e-08,1e-08,1e-08,1e-08,1e-08,0.75,3.4500000000000005e-10,0.16666667,0.65833336,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.47134936,0.26565874,0.17513514
0.23201059,0.23487902,0.2682927,0.7588921,0.32786885,0.45107397,0.5,1.0,1.0,1.0,0.5,8.33e-10,3.4500000000000005e-10,0.16666667,0.49166667,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.6247689999999999,0.5874729999999999,0.31243244
0.04396975400000001,0.19506049,0.14634147,0.7463557,0.26229507,0.28400955,1e-08,1e-08,1.0,1.0,0.5,8.33e-10,0.03448276,0.055555556,0.26666668,1e-08,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.6062847,0.5507559,0.42702702
0.31901455,0.35534272,0.21951220000000002,0.87813413,0.39344263,0.54653937,1.0,1.0,1.0,1.0,1e-08,0.33333334,3.4500000000000005e-10,0.33333334,0.3,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1.0,1.0,1e-08,1.0,0.8654344,0.6803456,0.17945945
0.12777734,0.24445564,0.14634147,0.83090377,0.36393443,0.35560858,0.5,1.0,1.0,1.0,1e-08,0.083333336,0.06896552,0.22222222,0.28333333,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.8051756,0.63282937,0.18378378
0.22686519,0.086189516,0.14634147,0.8513120000000001,0.21639344,0.3078759,0.5,1.0,1.0,1.0,1e-08,8.33e-10,3.4500000000000005e-10,0.16666667,0.14166667,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1.0,1e-08,0.7608133,0.5442765,0.16540541
0.12356747,0.22681451,0.2682927,0.8090379,0.3180328,0.25775656,0.5,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,0.22222222,0.325,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1.0,1.0,1.0,1e-08,1e-08,1e-08,0.7966728,0.57451403,0.19459459
0.25477508,0.45766127,0.2682927,0.80932945,0.47213113,0.4988067,0.5,1.0,1e-08,1.0,0.5,0.33333334,0.03448276,0.16666667,0.7083333,1e-08,1.0,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1e-08,1.0,0.7146026,0.66090715,0.19891892
0.33421686,0.35534272,0.2682927,0.89766765,0.3737705,0.4988067,0.5,1.0,1.0,1.0,1e-08,0.33333334,0.13793103,0.22222222,0.35,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,0.87615526,0.650108,0.18054055
0.03703126,0.31502014,0.17073172,0.7588921,0.13114753,0.16467779999999999,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,0.10344828,0.16666667,0.3,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.6624769,0.3174946,0.18378378
0.12777734,0.24445564,0.14634147,0.83090377,0.36393443,0.35560858,0.5,1.0,1.0,1.0,1e-08,0.083333336,0.06896552,0.22222222,0.28333333,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.8051756,0.63282937,0.18378378
0.22686519,0.086189516,0.14634147,0.8513120000000001,0.21639344,0.3078759,0.5,1.0,1.0,1.0,1e-08,8.33e-10,3.4500000000000005e-10,0.16666667,0.14166667,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1.0,1e-08,0.7608133,0.5442765,0.16540541
0.12356747,0.22681451,0.2682927,0.8090379,0.3180328,0.25775656,0.5,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,0.22222222,0.325,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1.0,1.0,1.0,1e-08,1e-08,1e-08,0.7966728,0.57451403,0.19459459
0.25477508,0.45766127,0.2682927,0.80932945,0.47213113,0.4988067,0.5,1.0,1e-08,1.0,0.5,0.33333334,0.03448276,0.16666667,0.7083333,1e-08,1.0,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1e-08,1.0,0.7146026,0.66090715,0.19891892
0.33421686,0.35534272,0.2682927,0.89766765,0.3737705,0.4988067,0.5,1.0,1.0,1.0,1e-08,0.33333334,0.13793103,0.22222222,0.35,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,0.87615526,0.650108,0.18054055
0.03703126,0.31502014,0.17073172,0.7588921,0.13114753,0.16467779999999999,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,0.10344828,0.16666667,0.3,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.6624769,0.3174946,0.18378378
0.10836517,0.41834679999999996,0.17073172,0.79008746,0.30491802,0.35560858,0.5,1.0,1e-08,1e-08,1e-08,0.33333334,0.03448276,0.44444445,0.51666665,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.7116451,0.47732179999999996,0.21405405
0.21423559,0.31502014,0.21951220000000002,0.7580175,0.09508197,0.12171838,0.5,1.0,1.0,1.0,1e-08,0.16666667,0.03448276,0.11111111,0.425,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1e-08,0.61182994,0.44492440000000005,0.16756757
0.14718953,0.30594757,0.39024392,0.8250728999999999,0.4,0.3842482,0.5,1.0,1e-08,1.0,0.5,0.33333334,0.06896552,0.16666667,0.475,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.80406654,0.6069114000000001,0.16216215
0.27605832,0.27872983,0.2682927,0.7991254,0.5606557,0.5942721,0.5,1.0,1.0,1e-08,1e-08,0.083333336,0.20689656,0.22222222,0.28333333,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,0.7038816999999999,0.7235421,0.45837837
0.12520465,0.28830644,0.2682927,0.7638484,0.27868852,0.23627685,0.5,1.0,1.0,1e-08,1e-08,0.25,0.03448276,5.559999999999999e-10,0.33333334,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1e-08,0.6987061,0.5637149,0.41621622
0.15311451,0.25907257,0.2682927,0.83090377,0.43606558,0.5942721,0.5,1.0,1.0,1.0,0.5,0.41666666,0.13793103,5.559999999999999e-10,0.425,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.8003697,0.63714904,0.19459459
0.38161690000000004,0.14868952,0.2682927,0.89766765,0.57377046,0.66587114,0.5,1.0,1.0,1.0,0.5,0.083333336,3.4500000000000005e-10,0.11111111,0.11666667,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,0.87615526,0.650108,0.19027027
0.23863725,0.21622984,0.17073172,0.8513120000000001,0.28196722,0.37947494,0.5,1.0,1.0,1.0,1e-08,0.41666666,0.17241379999999998,0.055555556,0.16666667,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,0.7719039000000001,0.54211664,0.15351352
0.06938489,0.24092739999999999,0.14634147,0.7915452,0.32459018,0.37947494,0.5,1.0,1.0,1e-08,1e-08,8.33e-10,0.06896552,5.559999999999999e-10,0.23333333,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.7304991,0.5961123,0.17297298
0.065954626,0.47782254,0.07317075,0.787172,0.15081967,0.22434367,0.5,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,0.7222221999999999,0.3,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.715342,0.46652266,0.19459459
0.34357214,0.34324595,0.2682927,0.85685134,0.3737705,0.4988067,0.5,1.0,1.0,1.0,1e-08,0.25,0.31034482,5.559999999999999e-10,0.29166666,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,0.82439923,0.650108,0.19027027
0.07367272,5.04e-10,0.024390252,0.7696793000000001,0.18032786,0.18854415,0.5,1e-08,1.0,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,5.559999999999999e-10,0.025,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.70757854,0.5161987,0.20108108
0.27753955,0.15171371,0.2682927,0.8513120000000001,0.3737705,0.42720765,0.5,1.0,1.0,1.0,1e-08,0.25,0.24137929999999996,0.11111111,0.23333333,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1.0,1e-08,0.787061,0.58099353,0.23567568
0.13112964,0.14364919,0.2682927,0.7755102,0.26557377,0.24105012,0.5,1.0,1e-08,1e-08,1e-08,8.33e-10,0.06896552,5.559999999999999e-10,0.175,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.7042514,0.6177106,0.42162162
0.034692443999999996,0.2767137,0.14634147,0.8017493,0.13770492,0.13365155,0.5,1e-08,1e-08,1e-08,1e-08,0.41666666,0.17241379999999998,0.055555556,0.48333332,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.7356746999999999,0.48812094,0.48108107
0.19303031,0.14112903,0.2682927,0.8017493,0.6229508,0.6252983,0.5,1.0,1.0,1e-08,0.5,0.25,0.10344828,0.055555556,0.3,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,0.72902036,0.60475165,0.42702702
0.08809542,0.088709675,0.17073172,0.7580175,0.35081968,0.41527447,0.5,1e-08,1.0,1e-08,1e-08,0.16666667,0.10344828,0.055555556,0.19166666,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.55452865,0.52051836,0.2972973
0.124347076,0.24243951,0.2682927,0.8250728999999999,0.28852459999999996,0.26491648,0.5,1.0,1e-08,1.0,1e-08,0.33333334,3.4500000000000005e-10,0.055555556,0.36666667,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.80406654,0.6069114000000001,0.16216215
0.20994776,0.66784275,0.3658537,0.90029156,0.38032788,0.35560858,0.5,1e-08,1e-08,1e-08,1e-08,8.33e-10,0.06896552,0.5555555999999999,0.38333333,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1e-08,0.9504620999999999,0.6889849,0.5102703
0.021984877000000003,0.16078629,0.14634147,0.7463557,0.14098361,0.13126491,1e-08,1e-08,1.0,1e-08,1e-08,0.33333334,3.4500000000000005e-10,0.055555556,0.3,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.60998154,0.44492440000000005,0.36756757
0.45794025,0.073588714,0.2682927,0.7084548,0.4622951,0.61813843,0.5,0.5,1.0,1.0,0.5,0.33333334,3.4500000000000005e-10,0.11111111,0.19166666,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,0.53345656,0.5572354,1.0800000000000001e-11
0.006782567,0.22883064,0.14634147,0.7930029000000001,0.13770492,0.13126491,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,3.4500000000000005e-10,0.16666667,0.36666667,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1.0,1e-08,1e-08,1e-08,0.63031423,0.2613391,0.5081081000000001
0.07624541,0.33820559999999994,0.17073172,0.787172,0.18360655,0.15035799,0.5,1.0,1e-08,1e-08,1e-08,0.083333336,3.4500000000000005e-10,0.055555556,0.39166668,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.7349353,0.47732179999999996,0.17837837
0.056677322999999995,0.16834676,0.09756097,0.787172,0.19344263,0.22434367,0.5,1.0,1.0,1e-08,0.5,0.33333334,3.4500000000000005e-10,0.055555556,0.18333334,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1.0,0.64510167,0.59179264,0.28108108
0.071879625,0.13709678,0.17073172,0.77201164,0.18032786,0.16229117,0.5,1.0,1e-08,1e-08,1e-08,0.25,0.17241379999999998,5.559999999999999e-10,0.20833333,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,1e-08,0.6798521,0.57019436,0.19783784
0.43681294,0.40070564,0.2682927,0.81836736,0.54754096,0.61813843,1.0,1.0,1e-08,1.0,0.5,0.33333334,3.4500000000000005e-10,0.16666667,0.56666666,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1.0,1.0,1e-08,1.0,0.73419595,0.7861771,0.35027027
0.23863725,0.10383064,0.17073172,0.8513120000000001,0.28196722,0.37947494,0.5,1.0,1.0,1.0,1e-08,8.33e-10,3.4500000000000005e-10,0.11111111,0.19166666,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,0.7719039000000001,0.54211664,0.15351352
0.08302798,0.11038306,0.21951220000000002,0.80466473,0.23278688,0.19809069,0.5,1e-08,1.0,1e-08,1e-08,0.33333334,3.4500000000000005e-10,5.559999999999999e-10,0.25833333,1e-08,1.0,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1e-08,1e-08,0.72902036,0.46652266,0.24864864
0.05410462,0.36139109999999997,0.17073172,0.79446065,0.14098361,0.14081146,1e-08,1e-08,1e-08,1e-08,1e-08,8.33e-10,0.06896552,0.22222222,0.85,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.63031423,0.29373649999999996,0.59135133
0.03975988,0.16028225,0.2682927,1.0,0.11803278,0.2124105,1e-08,1e-08,1e-08,1e-08,1e-08,0.33333334,0.10344828,5.559999999999999e-10,0.26666668,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.93900186,0.52051836,0.73513514
0.023700006000000003,0.30997983,0.14634147,0.7434401999999999,0.13770492,0.13245824,0.5,1e-08,1.0,1e-08,1e-08,8.33e-10,0.13793103,5.559999999999999e-10,0.275,1e-08,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1.0,1e-08,1.0,1e-08,0.5637708,0.39092872,0.35135135
0.26147968,0.047883064,0.2682927,0.8513120000000001,0.3737705,0.4988067,0.5,1.0,1.0,1.0,0.5,8.33e-10,0.03448276,5.559999999999999e-10,0.175,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1.0,1e-08,1e-08,1.0,1e-08,1e-08,1.0,0.7719039000000001,0.54211664,0.15351352
